,Seed,Technique,Feature,Percentage,R2,RMSE
401,33,NN2,UR,25,0.9310062240279258,0.24828106490957044
402,34,NN2,Pres,25,0.9928704568006816,0.08229372104721824
403,34,NN2,Temp,25,0.9690125656582466,0.1558451605528712
404,34,NN2,UR,25,0.9296501805429597,0.24611875272555336
405,35,NN2,Pres,25,0.9927869398244057,0.08317391805847141
406,35,NN2,Temp,25,0.9699431018417697,0.1516870620019603
407,35,NN2,UR,25,0.9340976130649946,0.2447671510772314
408,36,NN2,Pres,25,0.9932287863447606,0.0804294440938058
409,36,NN2,Temp,25,0.9701072440302497,0.15249863569037508
410,36,NN2,UR,25,0.9331114805684052,0.24397433068620838
411,37,NN2,Pres,25,0.993799711962252,0.07866875127756108
412,37,NN2,Temp,25,0.9687067573953246,0.15610439172437848
413,37,NN2,UR,25,0.9304506279603637,0.2509179619467376
414,38,NN2,Pres,25,0.9928704568006816,0.08229372104721824
415,38,NN2,Temp,25,0.9678360299233176,0.16068558049927018
416,38,NN2,UR,25,0.9315366334947576,0.24885018025192068
417,39,NN2,Pres,25,0.9927835259483506,0.08146951210501344
418,39,NN2,Temp,25,0.9681070622002014,0.1568401682214907
419,39,NN2,UR,25,0.9348079097990051,0.2439366377472369
420,40,NN2,Pres,25,0.992622698488078,0.0818316898862306
421,40,NN2,Temp,25,0.9675823853261459,0.15683093623633676
422,40,NN2,UR,25,0.9322948930912892,0.24560405433717938
423,41,NN2,Pres,25,0.9921012491230369,0.08739872108931732
424,41,NN2,Temp,25,0.9616615704445102,0.1720883469945129
425,41,NN2,UR,25,0.9350984579795305,0.24275309414327284
426,42,NN2,Pres,25,0.992644913695108,0.08548741482681162
427,42,NN2,Temp,25,0.963368706631896,0.16806542065018007
428,42,NN2,UR,25,0.9298003130150357,0.2461709603543938
429,43,NN2,Pres,25,0.9922306083442846,0.08561090713106866
430,43,NN2,Temp,25,0.9641821535989534,0.1671924831325856
431,43,NN2,UR,25,0.9338768319718515,0.24026354382557838
432,44,NN2,Pres,25,0.9928487682931973,0.0816130405617035
433,44,NN2,Temp,25,0.9616615704445102,0.1720883469945129
434,44,NN2,UR,25,0.9245885133859557,0.2640288550322334
435,45,NN2,Pres,25,0.9931257447307633,0.08042283605340689
436,45,NN2,Temp,25,0.968592252613823,0.15777938558714108
437,45,NN2,UR,25,0.9352177795049997,0.24121407074184772
438,46,NN2,Pres,25,0.99408711354357,0.07549692859020118
