,Seed,Technique,Feature,Percentage,R2,RMSE
396,32,Average4v,Pres,25,0.9386431023087821,0.2418511734521561
397,32,Average4v,Temp,25,0.871513848203921,0.3151746694190509
398,32,Average4v,UR,25,0.7812850487512842,0.43863585557886214
399,33,Average4v,Pres,25,0.94032304200836,0.23576127513567982
400,33,Average4v,Temp,25,0.8732815680147273,0.3142998071769768
401,33,Average4v,UR,25,0.7858399784146636,0.43742927346272786
402,34,Average4v,Pres,25,0.9408232008063979,0.23708909733306455
403,34,Average4v,Temp,25,0.8667325612715575,0.32319343951122975
404,34,Average4v,UR,25,0.7868860424587225,0.42837010909910067
405,35,Average4v,Pres,25,0.9399425040968505,0.2399998623858948
406,35,Average4v,Temp,25,0.8690252203743998,0.31664329629094673
407,35,Average4v,UR,25,0.782920201204431,0.44423448185446346
408,36,Average4v,Pres,25,0.9405976106402809,0.23822304155648272
409,36,Average4v,Temp,25,0.8714638707209573,0.316224553980719
410,36,Average4v,UR,25,0.7806073254908391,0.44185462473717674
411,37,Average4v,Pres,25,0.9415148778261061,0.24161229169806178
412,37,Average4v,Temp,25,0.8736068629954215,0.3137267743901586
413,37,Average4v,UR,25,0.7861264852739209,0.4400111158817039
414,38,Average4v,Pres,25,0.9408232008063979,0.23708909733306455
415,38,Average4v,Temp,25,0.87339147300508,0.3188038514297785
416,38,Average4v,UR,25,0.786420634411444,0.4395299568436351
417,39,Average4v,Pres,25,0.9335225332323329,0.2472690834706241
418,39,Average4v,Temp,25,0.8687311892050433,0.31819313968585655
419,39,Average4v,UR,25,0.7918320697088717,0.4358996223841784
420,40,Average4v,Pres,25,0.9381032541858146,0.23703182560058625
421,40,Average4v,Temp,25,0.8643236595128604,0.3208435165795327
422,40,Average4v,UR,25,0.7858099317963235,0.4368420959475877
423,41,Average4v,Pres,25,0.9370335047408549,0.24676333427390543
